Unnamed: 0,Country,YearMonth,Query1,Query2,Query3,Query4,Query5,Query6,Query7,Query8,Query9,Query10,Query11,Query12,Query13,Query14,Query15,Query16,Query17,Query18,Query19,Query20,Query21,Query22,Query23,Query24,Query25,Query26,Query27,Query28,Query29,Query30,Query31,Query32,Query33,Query34,Query35,Query36,Query37,Query38,Query39,Query40
442,GB,2018-10-01,,feminism definition,what is feminism,radical feminism,feminism definition,marxist feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,GB,2018-11-01,,feminism definition,what is feminism,radical feminism,feminism definition,third wave feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,GB,2018-11-01,,feminism definition,what is feminism,radical feminism,feminism definition,third wave feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,GB,2018-11-01,,feminism definition,what is feminism,radical feminism,feminist definition,third wave feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,GB,2018-12-01,,feminism definition,what is feminism,radical feminism,feminism definition,third wave feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,GB,2018-12-01,,feminism definition,what is feminism,radical feminism,feminist definition,third wave feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,GB,2018-12-01,,feminism definition,what is feminism,radical feminism,feminism definition,third wave feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,GB,2018-12-01,,feminism definition,what is feminism,radical feminism,radical feminism,third wave feminism,radical feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,GB,2018-12-01,,feminism definition,what is feminism,radical feminism,radical feminism,third wave feminism,radical feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,GB,2018-01-01,,feminism definition,what is feminism,radical feminism,radical feminism,third wave feminism,radical feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,GB,2018-02-01,,feminism definition,what is feminism,radical feminism,radical feminism,third wave feminism,radical feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,GB,2018-02-01,,feminism definition,what is feminism,radical feminism,radical feminism,third wave feminism,radical feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,GB,2018-03-01,,feminism definition,what is feminism,radical feminism,radical feminism,third wave feminism,radical feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,GB,2018-03-01,,feminism definition,what is feminism,radical feminism,radical feminism,third wave feminism,radical feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,GB,2018-04-01,,feminism definition,what is feminism,radical feminism,radical feminism,third wave feminism,radical feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,GB,2018-05-01,,feminism definition,what is feminism,radical feminism,radical feminism,third wave feminism,radical feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,GB,2018-05-01,,feminism definition,what is feminism,forced feminism story,radical feminism,third wave feminism,radical feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,GB,2018-05-01,,feminism definition,what is feminism,first wave feminism,radical feminism,third wave feminism,radical feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,GB,2018-08-01,,feminism definition,what is feminism,anti feminism,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,GB,2018-08-01,,feminism definition,what is feminism,anti feminism,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,GB,2018-09-01,,feminism definition,what is feminism,marxist feminism,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,GB,2018-10-01,,feminism definition,what is feminism,marxist feminism,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,GB,2018-11-01,,feminism definition,what is feminism,marxist feminism,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,GB,2018-12-01,,feminism definition,what is feminism,marxist feminism,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,GB,2019-01-01,,feminism definition,what is feminism,marxist feminism,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,GB,2019-01-01,,feminism definition,what is feminism,marxist feminism,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,AU,2019-01-01,,feminism definition,what is feminism,marxist feminism,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,AU,2019-01-01,,feminism definition,what is feminism,marxist feminism,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,AU,2019-01-01,,feminism definition,what is feminism,feminism definition,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,AU,2019-02-01,,feminism definition,what is feminism,feminism definition,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,AU,2019-02-01,,feminism definition,what is feminism,feminist definition,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,AU,2019-02-01,,feminism definition,what is feminism,feminism definition,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,AU,2019-02-01,,feminism definition,what is feminism,feminist definition,radical feminism,third wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,AU,2019-02-01,,feminism definition,what is feminism,feminist definition,radical feminism,third wave feminism,liberal feminism,third wave feminism,ladies against feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,AU,2019-03-01,,feminism definition,what is feminism,feminist definition,radical feminism,third wave feminism,liberal feminism,third wave feminism,ladies against feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,AU,2019-03-01,,feminism definition,what is feminism,feminist definition,radical feminism,third wave feminism,liberal feminism,third wave feminism,ladies against feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,AU,2019-03-01,,feminism definition,what is feminism,feminist definition,radical feminism,third wave feminism,liberal feminism,third wave feminism,forced feminism story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,AU,2019-03-01,,feminism definition,what is feminism,feminist definition,radical feminism,third wave feminism,liberal feminism,third wave feminism,feminist theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,AU,2019-03-01,,feminism definition,what is feminism,feminism definition,radical feminism,third wave feminism,liberal feminism,third wave feminism,feminist theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,AU,2019-04-01,,feminism definition,what is feminism,feminist definition,radical feminism,radical feminism,liberal feminism,third wave feminism,feminist theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,AU,2019-04-01,,feminism definition,what is feminism,feminism definition,radical feminism,radical feminism,liberal feminism,third wave feminism,feminist theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,AU,2019-04-01,,feminism definition,what is feminism,feminist definition,radical feminism,radical feminism,liberal feminism,third wave feminism,post feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,AU,2019-04-01,,feminism definition,what is feminism,feminist definition,radical feminism,radical feminism,liberal feminism,third wave feminism,post feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,AU,2019-05-01,,feminism definition,ladies against feminism,feminist definition,radical feminism,radical feminism,liberal feminism,third wave feminism,feminism in literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,AU,2019-05-01,,feminism definition,ladies against feminism,feminist definition,radical feminism,radical feminism,liberal feminism,third wave feminism,feminist movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,AU,2019-05-01,,feminism definition,feminism quotes,feminist definition,radical feminism,radical feminism,liberal feminism,third wave feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,AU,2019-06-01,,feminism definition,feminism quotes,feminist definition,radical feminism,radical feminism,liberal feminism,third wave feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,AU,2019-06-01,,feminism definition,feminism quotes,feminist definition,radical feminism,radical feminism,liberal feminism,ladies against feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,AU,2019-06-01,,feminism definition,feminism quotes,feminism definition,radical feminism,radical feminism,feminism today,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,AU,2019-06-01,,feminism definition,feminism quotes,feminist definition,radical feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,AU,2019-06-01,,feminism definition,feminism quotes,feminist definition,radical feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,AU,2019-07-01,,feminism definition,feminism quotes,feminist definition,radical feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,AU,2019-07-01,,feminism definition,feminism quotes,feminist definition,radical feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,AU,2019-07-01,,feminism definition,feminism quotes,feminism definition,radical feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,AU,2019-07-01,,feminism definition,kate chopin,feminist definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,AU,2019-08-01,,feminism definition,feminism definition,feminist definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,AU,2019-08-01,,feminism definition,feminism definition,feminist definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,AU,2019-08-01,,feminism definition,feminism definition,feminism definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,AU,2019-09-01,,history of feminism,feminism definition,feminist definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,AU,2019-09-01,,history of feminism,feminism definition,feminism definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,AU,2019-09-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,AU,2019-09-01,,what is feminism,feminism definition,feminism definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,AU,2019-10-01,,what is feminism,feminism definition,feminism definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,AU,2019-10-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,AU,2019-10-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,AU,2019-10-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,AU,2019-11-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,first wave feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,AU,2019-11-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,betty friedan,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,AU,2019-11-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,full frontal feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,AU,2019-11-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,full frontal feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AU,2019-11-01,,what is feminism,feminist definition,feminism definition,third wave feminism,radical feminism,anti feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,AU,2019-12-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,anti feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,AU,2019-12-01,,what is feminism,feminism definition,feminism definition,third wave feminism,radical feminism,feminism history,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,AU,2019-12-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,history of feminism,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,AU,2019-12-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,feminism history,liberal feminism,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,AU,2019-12-01,,what is feminism,feminist definition,feminist definition,third wave feminism,radical feminism,history of feminism,feminism definition,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,AU,2019-01-01,,what is feminism,feminism definition,feminism definition,third wave feminism,radical feminism,feminism history,feminist definition,radical feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,AU,2019-01-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,feminism quotes,feminist definition,radical feminism,ladies against feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,AU,2019-02-01,,what is feminism,feminism definition,feminism definition,third wave feminism,radical feminism,feminism quotes,feminist definition,radical feminism,ladies against feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,AU,2019-03-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,feminism quotes,feminist definition,radical feminism,anti feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,AU,2019-03-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,feminism quotes,feminist definition,anti feminism,anti feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,AU,2019-04-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,feminism quotes,feminist definition,anti feminism,black feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,AU,2019-05-01,,what is feminism,feminism definition,feminist definition,third wave feminism,radical feminism,feminism quotes,feminist definition,first wave feminism,black feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,AU,2019-05-01,,what is feminism,feminism definition,feminism definition,third wave feminism,radical feminism,feminism quotes,feminist definition,first wave feminism,black feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,AU,2019-06-01,,what is feminism,feminist definition,feminist definition,third wave feminism,radical feminism,feminism quotes,feminism definition,first wave feminism,black feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,AU,2019-07-01,,what is feminism,feminist definition,feminism definition,anti feminism,radical feminism,feminism quotes,feminism definition,first wave feminism,black feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,AU,2019-08-01,,what is feminism,feminist definition,feminism definition,feminist history,radical feminism,feminism quotes,feminism definition,first wave feminism,black feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,AU,2019-08-01,,what is feminism,feminism definition,feminist definition,socialist feminism,radical feminism,feminism quotes,feminist definition,first wave feminism,black feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,AU,2019-09-01,,what is feminism,feminism definition,feminism definition,socialist feminism,radical feminism,feminism quotes,feminism definition,first wave feminism,black feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,AU,2019-09-01,,what is feminism,feminism definition,feminist definition,cultural feminism,black feminism,feminism quotes,feminism definition,first wave feminism,black feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,AU,2019-09-01,,what is feminism,feminism definition,feminism definition,marxist feminism,black feminism,quotes on feminism,feminism definition,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,AU,2019-10-01,,what is feminism,feminist definition,feminist definition,marxist feminism,black feminism,feminism quotes,feminist definition,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,AU,2019-10-01,,what is feminism,feminism definition,feminism definition,marxist feminism,black feminism,feminism quotes,feminist definition,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,AU,2019-10-01,,what is feminism,feminism definition,feminism definition,marxist feminism,black feminism,feminism quotes,feminist definition,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,AU,2019-12-01,,what is feminism,feminist definition,feminism definition,feminism is for everybody,black feminism,second wave feminism,feminist definition,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,AU,2020-02-01,,what is feminism,feminist definition,feminism definition,germaine greer,black feminism,second wave feminism,feminism definition,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,AU,2020-02-01,,what is feminism,feminist definition,feminist definition,sex positive feminism,black feminism,second wave feminism,feminism definition,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,AU,2020-02-01,,what is feminism,feminism definition,feminism definition,sex positive feminism,black feminism,second wave feminism,black feminism,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,AU,2020-02-01,,what is feminism,feminism definition,feminism definition,sex positive feminism,black feminism,second wave feminism,black feminism,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,AU,2020-03-01,,what is feminism,feminism definition,feminism definition,sex positive feminism,black feminism,second wave feminism,black feminism,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,AU,2020-03-01,,what is feminism,feminism definition,feminism definition,sex positive feminism,black feminism,second wave feminism,black feminism,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,AU,2020-03-01,,what is feminism,feminism definition,feminism definition,sex positive feminism,black feminism,second wave feminism,black feminism,feminist quotes,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,AU,2020-03-01,,what is feminism,feminist definition,feminism definition,sex positive feminism,black feminism,second wave feminism,black feminism,feminism quotes,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,AU,2020-03-01,what is feminism,what is feminism,feminism definition,feminism definition,sex positive feminism,black feminism,second wave feminism,black feminism,feminism quotes,third wave feminism,feminism movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,AU,2020-04-01,what is feminism,what is feminism,feminism definition,feminism definition,full frontal feminism,black feminism,second wave feminism,black feminism,feminism quotes,third wave feminism,feminist movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,AU,2020-04-01,what is feminism,what is feminism,feminism definition,feminism definition,black feminism,black feminism,second wave feminism,black feminism,feminism quotes,third wave feminism,feminist quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,AU,2020-04-01,what is feminism,what is feminism,feminism definition,feminism definition,black feminism,black feminism,second wave feminism,black feminism,feminism quotes,third wave feminism,feminism quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,IN,2020-04-01,what is feminism,what is feminism,feminism definition,feminism definition,black feminism,black feminism,second wave feminism,black feminism,feminism quotes,third wave feminism,quotes on feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,IN,2020-04-01,what is feminism,what is feminism,feminism definition,feminism definition,black feminism,black feminism,second wave feminism,black feminism,feminism quotes,third wave feminism,feminism quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,IN,2020-05-01,what is feminism,what is feminism,feminism definition,feminism definition,black feminism,anti feminism,second wave feminism,black feminism,feminism quotes,third wave feminism,fema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,IN,2020-05-01,what is feminism,what is feminism,feminism definition,feminism definition,black feminism,feminist movement,second wave feminism,radical feminism,feminism quotes,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,IN,2020-05-01,what is feminism,what is feminism,feminism definition,feminism definition,black feminism,ontd feminism,second wave feminism,radical feminism,third wave feminism,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,IN,2020-05-01,what is feminism,what is feminism,feminism definition,sex positive feminism,black feminism,fema,second wave feminism,radical feminism,third wave feminism,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,IN,2020-06-01,what is feminism,what is feminism,feminism definition,sex positive feminism,black feminism,ladies against feminism,second wave feminism,radical feminism,third wave feminism,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,IN,2020-06-01,what is feminism,what is feminism,feminism definition,sex positive feminism,black feminism,post feminism,second wave feminism,radical feminism,third wave feminism,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,IN,2020-06-01,what is feminism,what is feminism,feminism definition,sex positive feminism,liberal feminism,post feminism,second wave feminism,radical feminism,third wave feminism,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,IN,2020-06-01,what is feminism,what is feminism,feminism definition,sex positive feminism,liberal feminism,post feminism,second wave feminism,radical feminism,third wave feminism,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,IN,2020-06-01,what is feminism,what is feminism,feminism definition,post feminism,liberal feminism,post feminism,second wave feminism,radical feminism,third wave feminism,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,IN,2020-07-01,what is feminism,what is feminism,feminism definition,margaret thatcher feminism,liberal feminism,sex positive feminism,second wave feminism,radical feminism,third wave feminism,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,IN,2020-07-01,what is feminism,what is feminism,feminism definition,feminist meaning,liberal feminism,sex positive feminism,second wave feminism,radical feminism,third wave feminism,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,IN,2020-07-01,what is feminism,what is feminism,feminism definition,feminist meaning,liberal feminism,sex positive feminism,second wave feminism,radical feminism,third wave feminism,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,IN,2020-07-01,what is feminism,what is feminism,feminism definition,feminist meaning,liberal feminism,sex positive feminism,second wave feminism,radical feminism,third wave feminism,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,IN,2020-07-01,what is feminism,what is feminism,feminism definition,feminist meaning,liberal feminism,feminism quotes,second wave feminism,radical feminism,third wave feminism,third wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,IN,2020-08-01,what is feminism,what is feminism,feminism definition,feminist meaning,liberal feminism,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,IN,2020-08-01,what is feminism,what is feminism,feminism definition,feminist meaning,liberal feminism,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,IN,2020-08-01,what is feminism,what is feminism,feminist definition,feminist meaning,liberal feminism,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,liberal feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,IN,2020-08-01,what is feminism,what is feminism,feminism definition,feminist meaning,liberal feminism,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,liberal feminism,forced feminism story,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,IN,2020-09-01,what is feminism,what is feminism,feminism definition,feminist meaning,post feminism,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,IN,2020-09-01,what is feminism,what is feminism,feminism definition,feminist meaning,post feminism,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,IN,2020-09-01,what is feminism,what is feminism,feminism definition,feminist meaning,i need feminism because,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,IN,2020-10-01,what is feminism,what is feminism,feminism definition,feminist meaning,margaret thatcher,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,IN,2020-10-01,what is feminism,what is feminism,feminism definition,feminist meaning,marxism,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,liberal feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,IN,2020-10-01,what is feminism,what is feminism,feminism definition,feminist meaning,marxism,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,post feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,IN,2020-10-01,what is feminism,what is feminism,feminism definition,feminism meaning,marxism,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,post feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,IN,2020-10-01,what is feminism,what is feminism,feminism definition,feminist meaning,marxism,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,post feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,IN,2020-11-01,what is feminism,what is feminism,feminism definition,feminist meaning,marxism,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,ladies against feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,IN,2020-11-01,what is feminism,what is feminism,feminism definition,feminist meaning,marxism,feminism quotes,second wave feminism,radical feminism,third wave feminism,first wave feminism,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,IN,2020-11-01,what is feminism,what is feminism,feminism definition,feminism meaning,marxism,love joy feminism,third wave feminism,radical feminism,third wave feminism,first wave feminism,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,IN,2020-11-01,what is feminism,what is feminism,feminism definition,feminist meaning,beyonce,love joy feminism,third wave feminism,radical feminism,third wave feminism,first wave feminism,first wave feminism,third wave feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
